ilda_id,letter,mia_stem,mia_citation,form_type,en,url
13,a,aacim-,aacim,stem,"Talk about him, say things about him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13
3858,a,aacimon-,aacimon,stem,"Speaker, presenter",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3858
6853,a,aacimoon-,aacimoon,stem,historical narrative,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6853
2928,a,aacimw-,aacimw,stem,"Council person, elected tribal official",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2928
1803,a,aacimwaapii-,aacimwaapii,stem,"Talk on the phone, be on the internet",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1803
9134,a,aacimwahki,aacimwahki,word,land of stories,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9134
5298,a,aacimweekaan-,aacimweekaan,stem,Council House,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5298
1808,a,aacimwi-,aacimwi,stem,"Hold council, have a council meeting, relate a story",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1808
8638,a,aacimwihtaw-,aacimwihtaw,stem,"Advise him, speak to him about it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8638
1813,a,aahkohkaa-,aahkohkaa,stem,Exercise,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1813
1263,a,aahkohkeelintam-,aahkohkeelintam,stem,"Care for it, pay attention to it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1263
1818,a,aahkohkeelintii-,aahkohkeelintii,stem,Care for each other,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1818
8,a,aahkohkim-,aahkohkim,stem,"Command him, be in charge of, give him direction",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8
2933,a,aahkohkinki-,aahkohkinki,stem,"Boss, supervisor",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2933
1823,a,aahkohkinkii-,aahkohkinkii,stem,Be in charge,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1823
6023,a,aahkol-,aahkol,stem,Smoke,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6023
6028,a,aahkoleeki šoohkwaakan-,aahkoleeki šoohkwaakan,stem,Train,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6028
423,a,aahkom-,aahkom,stem,"Speak angrily to him, speak to him in an angry voice",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/423
1828,a,aahkonkii-,aahkonkii,stem,"Speak angrily, speak in an angry voice",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1828
8013,a,aahkopihkwee-,aahkopihkwee,stem,"Urinate, pee intensely",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8013
1833,a,aahkosi-,aahkosi,stem,"Be angry, quarrelsome, mad",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1833
428,a,aahkosih-,aahkosih,stem,"Make him angry, mad",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/428
3863,a,aahkoti-,aahkoti,stem,"Punk, fungus (Fomes fomentarius), tinder (for starting fire)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3863
10310,a,aahkwaahkeelintam-,aahkwaahkeelintam,stem,"Be lazy about it, negligent about it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10310
433,a,aahkwaapahw-,aahkwaapahw,stem,"Make him dream, cause him to dream",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/433
1838,a,aahkwaapawaa-,aahkwaapawaa,stem,Dream,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1838
438,a,aahkwaapawaal-,aahkwaapawaal,stem,Dream of him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/438
10315,a,aahkwat-,aahkwat,stem,"be important, difficult",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10315
12797,a,aahkwihsen-,aahkwihsen,stem,"it is difficult to use, in a problematic condition",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12797
6033,a,aahkwiteeheeyon-,aahkwiteeheeyon,stem,Sullenness,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6033
9974,a,aahpitesi-,aahpitesi,stem,"Go onward, continue",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9974
1843,a,aahpitohsee-,aahpitohsee,stem,"Walk on, keep moving along",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1843
13500,a,aahsamaalakiinkwee-,aahsamaalakiinkwee,stem,Look to the side,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13500
1848,a,aahsamihšin-,aahsamihšin,stem,Lie on one's back,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1848
1853,a,aahsansi-,aahsansi,stem,"Bask in the sun, sunbathe",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1853
23,a,aahsantee-,aahsantee,stem,"It is sunny, the sun shines",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/23
7193,a,aahsanteepakw-,aahsanteepakw,stem,Grape (Vitis spp.),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7193
6038,a,aahsanteepakwaapow-,aahsanteepakwaapow,stem,"Wine, grape juice",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6038
28,a,aahtee-,aahtee,stem,It goes out (of a fire or light),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/28
7743,a,aahteeleentam-,aahteeleentam,stem,"Turn off the light, extinguish it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7743
8928,a,aahših-,aahših,stem,Set an example,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8928
3868,a,aakaawit-,aakaawit,stem,Porcupine,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3868
8738,a,aakalaahšim-,aakalaahšim,stem,"Englishman, British Person",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8738
8808,a,aakalaahšima paaskoonti-,aakalaahšima paaskoonti,stem,Soccer,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8808
7733,a,aakalaahšimaatawee-,aakalaahšimaatawee,stem,Speak english,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7733
7728,a,aakalaahšimaataweenk-,aakalaahšimaataweenk,stem,English language,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7728
3873,a,aakooti-,aakooti,stem,Soft shelled turtle (Apalone spinifera),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3873
8128,a,aakwaahkw-,aakwaahkw,stem,"Behind, under, on the other side of",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8128
6043,a,aalaahšion-,aalaahšion,stem,Long hunt,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6043
1863,a,aalaankwaapanti-,aalaankwaapanti,stem,"Appear tired, look tired",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1863
1868,a,aalaankwee-,aalaankwee,stem,"Be tired, exhausted",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1868
1873,a,aalaapi-,aalaapi,stem,"Look in a particular direction, observe",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1873
6048,a,aalahkwaahkamoon-,aalahkwaahkamoon,stem,Umbrella,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6048
33,a,aalahkwat-,aalahkwat,stem,It is cloudy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/33
5238,a,aalahkwatw-,aalahkwatw,stem,Cloud,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5238
6088,a,aalakoontaakan-,aalakoontaakan,stem,"Ladder, stairway",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6088
1268,a,aalawinam-,aalawinam,stem,Refuse it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1268
11729,a,aalhsaalakiinkwaakan-,aalhsaalakiinkwaakan,stem,Eyeglasses,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11729
1878,a,aalhsaalakiinkwee-,aalhsaalakiinkwee,stem,Wear glasses,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1878
1883,a,aalhsepowee-,aalhsepowee,stem,Have hiccups,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1883
6803,a,aalhsoohkaal-,aalhsoohkaal,stem,Tell a winter story about him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6803
6733,a,aalhsoohkaan-,aalhsoohkaan,stem,a winter story,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6733
6808,a,aalhsoohkaatam-,aalhsoohkaatam,stem,Tell a winter story about it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6808
6798,a,aalhsoohkaw-,aalhsoohkaw,stem,Tell a winter story to him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6798
6703,a,aalhsoohkii-,aalhsoohkii,stem,Tell a winter story,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6703
9681,a,aalim-,aalim,stem,"Must, have to, bound to",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9681
38,a,aalimat-,aalimat,stem,It is difficult,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/38
1888,a,aalimesi-,aalimesi,stem,"Be difficult, be cross, hard to get along with",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1888
8033,a,aalimiihtaw-,aalimiihtaw,stem,Cook for him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8033
1273,a,aalimiihtoo-,aalimiihtoo,stem,cook it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1273
2938,a,aalimiihtw-,aalimiihtw,stem,"Chef, cook, food preparer",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2938
8178,a,aalimiihtwikaan-,aalimiihtwikaan,stem,Kitchen,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8178
10079,a,aalint-,aalint,stem,"some, part",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10079
11006,a,aalohsen-,aalohsen,stem,"be useless, futile",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11006
443,a,aalom-,aalom,stem,"Refuse him, reject him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/443
11623,a,aalošam-,aalošam,stem,"fail to cut it, cannot cut it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11623
6773,a,aalweeli-,aalweeli,stem,"Fail at doing something, cannot",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6773
12320,a,aalwihšin-,aalwihšin,stem,Fail to get hurt,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12320
2943,a,aamaawi-,aamaawi,stem,Bee,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2943
5678,a,aamaawia paankosaakan-,aamaawia paankosaakan,stem,Honey,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5678
9292,a,aancihsah-,aancihsah,stem,"To make them migrate, relocate, remove them",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9292
9297,a,aancihsee-,aancihsee,stem,"Change location, move",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9297
8533,a,aancihtaaki-,aancihtaaki,stem,Change maker,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8533
10320,a,aancihtaw-,aancihtaw,stem,"change it, fix it for him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10320
6653,a,aancihtoo-,aancihtoo,stem,"Change it, repair it, fix it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6653
1893,a,aancikii-,aancikii,stem,"Change residence, move to a dfferent house",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1893
1898,a,aancimotayi-,aancimotayi,stem,Change one's clothes,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1898
8488,a,aanciniiki-,aanciniiki,stem,"Grow, develop, mature",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8488
4093,a,aanciniikin-,aanciniikin,stem,"It grows, develops, matures",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4093
8683,a,aancipakat-,aancipakat,stem,(the tree) changes its leaves,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8683
13036,a,aancipelakii-,aancipelakii,stem,Have one's health or life improve for the better,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13036
1903,a,aanciteehee-,aanciteehee,stem,"Change one's feelings about something, have a change of heart",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1903
13697,a,aanhkwiniikion-,aanhkwiniikion,stem,Linking the generations,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13697
2948,a,aankwaahsakw-,aankwaahsakw,stem,Driftwood,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2948
5818,a,aankwaahsakwa siipiiw-,aankwaahsakwa siipiiw,stem,White River-East Fork (Indiana),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5818
5123,a,aankwahaakan-,aankwahaakan,stem,Broom,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5123
8903,a,aankwaham-,aankwaham,stem,"Sweep it, Play Broomball",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8903
1908,a,aankweepi-,aankweepi,stem,Be at rest,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1908
10325,a,aantaaši,aantaaši,word,"over yonder, in this direction",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10325
7118,a,aantapi-,aantapi,stem,"Sit elsewhere, change one's seat",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7118
7478,a,aanteekw-,aanteekw,stem,Crow,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7478
3878,a,aapacilaatawi-,aapacilaatawi,stem,Mockingbird (Mimus polyglottos),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3878
6788,a,aapaciteehee-,aapaciteehee,stem,"Undecided, unsure",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6788
1278,a,aapahkošam-,aapahkošam,stem,"Cut it off, sever it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1278
10330,a,aapisehkaw-,aapisehkaw,stem,"cheer up, revive someone by one's presence",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10330
11899,a,aaponam-,aaponam,stem,Give it back,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11899
453,a,aapool-,aapool,stem,Bring him back,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/453
7533,a,aapooš-,aapooš,stem,"Also, again",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7533
7088,a,aapw-,aapw,stem,"Return, back",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7088
1913,a,aapwaalaapi-,aapwaalaapi,stem,Look back,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1913
1918,a,aapwee-,aapwee,stem,"Return, come back",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1918
8043,a,aapweeyaa-,aapweeyaa,stem,It returns,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8043
1923,a,aapweeyohsee-,aapweeyohsee,stem,Walk back,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1923
1288,a,aatotam-,aatotam,stem,"Talk about it, discuss it, debate it, give an account of something",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1288
9894,a,aatotamaatii-,aatotamaatii,stem,Talk with each other about it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9894
7003,a,aawiki,aawiki,word,Present and past time,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7003
7593,a,aayaacimwaakaanhs-,aayaacimwaakaanhs,stem,Cell phone,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7593
7588,a,aayaacimwaakan-,aayaacimwaakan,stem,Phone,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7588
7658,a,aayaahkam-,aayaahkam,stem,"Totally, completely, very, forever",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7658
9403,a,aayaahkamehkaa-,aayaahkamehkaa,stem,Gone forever,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9403
8623,a,aayaakampikan-,aayaakampikan,stem,Yawn,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8623
6793,a,aayaalhsoohkia,aayaalhsoohkia,word,storyteller,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6793
2968,a,aayaapootakowi-,aayaapootakowi,stem,Osprey (Pandion haliaetus),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2968
11184,a,aayaapweeyohsee-,aayaapweeyohsee,stem,"Walk and return, take a walk",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11184
12045,a,aayaaše,aayaaše,word,every other,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12045
12956,a,aayohoowi-,aayohoowi,stem,Iowa person,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12956
10283,a,aayoonsee-,aayoonsee,stem,Black Walnut (nut),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10283
6053,a,aayoonseekaahkw-,aayoonseekaahkw,stem,Black Walnut Tree (Juglans nigra),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6053
10335,a,aašawe,aašawe,word,"in exchange, reciprocally, across",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10335
1928,a,aašawee-,aašawee,stem,"Barter, trade (something)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1928
3883,a,aašawi-,aašawi,stem,Trader,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3883
458,a,aašawil-,aašawil,stem,"Barter, trade (something) with him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/458
10340,a,aašim-,aašim,stem,"coax him, encourage him, urge him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10340
2958,a,aašipehkw-,aašipehkw,stem,"Bluff, cliff",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2958
11854,a,aašipehkwihsenonki,aašipehkwihsenonki,word,Rock Creek,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11854
6848,a,aašit-,aašit,stem,in turn,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6848
1283,a,aašitehkam-,aašitehkam,stem,"Meet up with it, come across it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1283
463,a,aašitehkaw-,aašitehkaw,stem,"Meet him, met him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/463
5708,a,aašoohkoon-,aašoohkoon,stem,Ice,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5708
8733,a,aašoohkoonaahkwi,aašoohkoonaahkwi,word,hockey stick,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8733
5713,a,aašoohkoonaapow-,aašoohkoonaapow,stem,Ice Water,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5713
9710,a,aašoohkoonaten-,aašoohkoonaten,stem,"Glacier, ice mountain",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9710
9287,a,aašoohkoonawahki-,aašoohkoonawahki,stem,It is sleet,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9287
8288,a,aašoohkooni-,aašoohkooni,stem,It is icy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8288
2963,a,aašoošiwi-,aašoošiwi,stem,Nettle (Urtica dioica & Urtica chamaedryoides),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2963
5858,a,acihkw-,acihkw,stem,Stump (of a tree),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5858
2973,a,aciik-,aciik,stem,"Fisher (Martes pennanti), Ursa Major (constellation)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2973
8978,a,aciikamwaapahee-,aciikamwaapahee,stem,give birth to twins,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8978
11315,a,aciikant-,aciikant,stem,"Garden hoe, plow",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11315
8983,a,aciikisi-,aciikisi,stem,to be twins,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8983
11310,a,aciiphkahkionk-,aciiphkahkionk,stem,"Vincennes, Indiana, Place of Roots",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11310
3888,a,aciipihk-,aciipihk,stem,Root,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3888
7448,a,acipwi-,acipwi,stem,Ojibwe person,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7448
5668,a,aciw-,aciw,stem,"Hill, mountain, ridge",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5668
5458,a,ahk-,ahk,stem,"Field, garden",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5458
18,a,ahkaapat-,ahkaapat,stem,It is easy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/18
12586,a,ahkaati-,ahkaati,stem,Have feet,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12586
16923,a,ahkalaamwi-,ahkalaamwi,stem,Drown,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/16923
3893,a,ahkan-,ahkan,stem,"Wheel, tire",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3893
4938,a,ahkanihkw-,ahkanihkw,stem,Awl (for sewing),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4938
93,a,ahkapakintee-,ahkapakintee,stem,It is cheap,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/93
468,a,ahkawaah-,ahkawaah,stem,Wait for him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/468
1293,a,ahkawaahtoo-,ahkawaahtoo,stem,Wait for it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1293
473,a,ahkawaapam-,ahkawaapam,stem,"Watch over him, watch out for him, take care of him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/473
5693,a,ahkašaakan-,ahkašaakan,stem,Horseshoe,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5693
13071,a,ahkaši-,ahkaši,stem,"Have nails, claws, hooves",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13071
10345,a,ahkic-,ahkic,stem,"on top of, on the surface of",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10345
5913,a,ahkihkonehs-,ahkihkonehs,stem,Small cooking pot,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5913
6058,a,ahkihkw-,ahkihkw,stem,"Kettle, bucket, pot, pan (for cooking)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6058
11280,a,ahkihkw-,ahkihkw,stem,Drum,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11280
12591,a,ahkiinšikwi-,ahkiinšikwi,stem,Have eyes,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12591
5933,a,ahkimotay-,ahkimotay,stem,"Bag (for carrying), pocket",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5933
8363,a,ahkink-,ahkink,stem,Outside,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8363
12601,a,ahkinši-,ahkinši,stem,Have a forehead,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12601
12611,a,ahkiwani-,ahkiwani,stem,"Have a nose, beak",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12611
11474,a,ahkiyošiwi-,ahkiyošiwi,stem,Be an old man,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11474
6063,a,ahkoleetaakan-,ahkoleetaakan,stem,"Sheath, Case",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6063
478,a,ahkoow-,ahkoow,stem,"Follow him, come after him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/478
10119,a,ahkow-,ahkow,stem,"Last, at the end",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10119
12096,a,ahkwaahkii-,ahkwaahkii,stem,Throw so far,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12096
1933,a,ahkwaamaahkwee-,ahkwaamaahkwee,stem,Climb a tree,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1933
5333,a,ahkwaanteem-,ahkwaanteem,stem,Door,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5333
8898,a,ahkwaataakan-,ahkwaataakan,stem,Sewing Machine,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8898
10350,a,ahkwaataakii-,ahkwaataakii,stem,Sew something,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10350
1298,a,ahkwaatam-,ahkwaatam,stem,Sew it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1298
10355,a,ahkwaatamaw-,ahkwaatamaw,stem,sew it for him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10355
11702,a,ahkwaatee-,ahkwaatee,stem,it is sewn,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11702
2983,a,ahkwaniisoons-,ahkwaniisoons,stem,Little girl,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2983
2988,a,ahkwanisw-,ahkwanisw,stem,Young girl,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2988
2993,a,ahkweehs-,ahkweehs,stem,Young woman (unmarried),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2993
3003,a,ahkweehsimw-,ahkweehsimw,stem,Female animal,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3003
3008,a,ahpen-,ahpen,stem,Potato,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3008
1938,a,ahpwaa-,ahpwaa,stem,Smoke tobacco,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1938
3898,a,ahpwaakan-,ahpwaakan,stem,Pipe,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3898
11869,a,ahpwaakana siipiiw-,ahpwaakana siipiiw,stem,Pipe Creek,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11869
2113,a,ahpyaa-,ahpyaa,stem,Arrive at a place,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2113
483,a,ahs-,ahs,stem,"Have him, put him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/483
3013,a,ahsahkw-,ahsahkw,stem,Muskrat (Ondatra zibethicus),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3013
10584,a,ahsahkw-,ahsahkw,stem,Muskrat (Ondatra zibethicus),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10584
3903,a,ahsalat-,ahsalat,stem,Salad,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3903
3018,a,ahsap-,ahsap,stem,"Fishnet, spider web, Indian Hemp, dogbane (Apocynum cannabinum)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3018
3023,a,ahsawaankati-,ahsawaankati,stem,"Feather, plume",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3023
6543,a,ahseem-,ahseem,stem,Tobacco,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6543
12662,a,ahseensi-,ahseensi,stem,Have an older brother,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12662
6068,a,ahsen-,ahsen,stem,"Stone, rock",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6068
5758,a,ahsenaamiš-,ahsenaamiš,stem,Sugar Maple Tree (Acer saccharum),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5758
5938,a,ahsenaamišahk-,ahsenaamišahk,stem,Sugar maple grove,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5938
1943,a,ahsenaamišipoohkii-,ahsenaamišipoohkii,stem,"Collect Sap, Go Sugaring",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1943
6913,a,ahsenaamišipow-,ahsenaamišipow,stem,Maple Sap,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6913
