"#name","numbers.pot"
"""1879""","""mataathswaahkwe palaanwaahkwe swaahteethswi mateeni nkotimeneehki"""
"""1880""","""mataathswaahkwe palaanwaahkwe palaani mateeni """
"""1881""","""mataathswaahkwe palaanwaahkwe palaani mateeni nkoti"""
"""1882""","""mataathswaahkwe palaanwaahkwe palaani mateeni niišwi"""
"""1883""","""mataathswaahkwe palaanwaahkwe palaani mateeni nihswi"""
"""1884""","""mataathswaahkwe palaanwaahkwe palaani mateeni niiwi"""
"""1885""","""mataathswaahkwe palaanwaahkwe palaani mateeni yaalanwi"""
"""1886""","""mataathswaahkwe palaanwaahkwe palaani mateeni kaakaathswi"""
"""1887""","""mataathswaahkwe palaanwaahkwe palaani mateeni swaahteethswi"""
"""1888""","""mataathswaahkwe palaanwaahkwe palaani mateeni palaani"""
"""1889""","""mataathswaahkwe palaanwaahkwe palaani mateeni nkotimeneehki"""
"""1890""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni """
"""1891""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni nkoti"""
"""1892""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni niišwi"""
"""1893""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni nihswi"""
"""1894""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni niiwi"""
"""1895""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni yaalanwi"""
"""1896""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni kaakaathswi"""
"""1897""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni swaahteethswi"""
"""1898""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni palaani"""
"""1899""","""mataathswaahkwe palaanwaahkwe nkotimeneehki mateeni nkotimeneehki"""
"""1900""","""mataathswaahkwe nkotimeneehkwaahkwe """
"""1901""","""mataathswaahkwe nkotimeneehkwaahkwe nkoti"""
"""1902""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi"""
"""1903""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi"""
"""1904""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi"""
"""1905""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi"""
"""1906""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi"""
"""1907""","""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi"""
"""1908""","""mataathswaahkwe nkotimeneehkwaahkwe palaani"""
"""1909""","""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki"""
"""1910""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi moochiaasi"""
"""1911""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi nkotiaasi"""
"""1912""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi niišwiaasi"""
"""1913""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi nihswiaasi"""
"""1914""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi niiwiaasi"""
"""1915""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi yaalanwiaasi"""
"""1916""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi kaakaathswiaasi"""
"""1917""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi swaahteethswiaasi"""
"""1918""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi palaaniaasi"""
"""1919""","""mataathswaahkwe nkotimeneehkwaahkwe mataathswi nkotimeneehkiaasi"""
"""1920""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni """
"""1921""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni nkoti"""
"""1922""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni niišwi"""
"""1923""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni nihswi"""
"""1924""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni niiwi"""
"""1925""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni yaalanwi"""
"""1926""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni kaakaathswi"""
"""1927""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni swaahteethswi"""
"""1928""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni palaani"""
"""1929""","""mataathswaahkwe nkotimeneehkwaahkwe niišwi mateeni nkotimeneehki"""
"""1930""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni """
"""1931""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni nkoti"""
"""1932""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni niišwi"""
"""1933""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni nihswi"""
"""1934""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni niiwi"""
"""1935""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni yaalanwi"""
"""1936""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni kaakaathswi"""
"""1937""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni swaahteethswi"""
"""1938""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni palaani"""
"""1939""","""mataathswaahkwe nkotimeneehkwaahkwe nihswi mateeni nkotimeneehki"""
"""1940""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni """
"""1941""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni nkoti"""
"""1942""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni niišwi"""
"""1943""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni nihswi"""
"""1944""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni niiwi"""
"""1945""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni yaalanwi"""
"""1946""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni kaakaathswi"""
"""1947""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni swaahteethswi"""
"""1948""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni palaani"""
"""1949""","""mataathswaahkwe nkotimeneehkwaahkwe niiwi mateeni nkotimeneehki"""
"""1950""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni """
"""1951""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni nkoti"""
"""1952""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni niišwi"""
"""1953""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni nihswi"""
"""1954""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni niiwi"""
"""1955""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni yaalanwi"""
"""1956""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni kaakaathswi"""
"""1957""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni swaahteethswi"""
"""1958""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni palaani"""
"""1959""","""mataathswaahkwe nkotimeneehkwaahkwe yaalanwi mateeni nkotimeneehki"""
"""1960""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni """
"""1961""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni nkoti"""
"""1962""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni niišwi"""
"""1963""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni nihswi"""
"""1964""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni niiwi"""
"""1965""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni yaalanwi"""
"""1966""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni kaakaathswi"""
"""1967""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni swaahteethswi"""
"""1968""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni palaani"""
"""1969""","""mataathswaahkwe nkotimeneehkwaahkwe kaakaathswi mateeni nkotimeneehki"""
"""1970""","""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni """
"""1971""","""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni nkoti"""
"""1972""","""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni niišwi"""
"""1973""","""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni nihswi"""
"""1974""","""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni niiwi"""
"""1975""","""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni yaalanwi"""
"""1976""","""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni kaakaathswi"""
"""1977""","""""""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni swaahteethswi"""
"""1978""","""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni palaani"""
"""1979""","""""""mataathswaahkwe nkotimeneehkwaahkwe swaahteethswi mateeni nkotimeneehki"""
"""1980""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni """
"""1981""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni nkoti"""
"""1982""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni niišwi"""
"""1983""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni nihswi"""
"""1984""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni niiwi"""
"""1985""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni yaalanwi"""
"""1986""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni kaakaathswi"""
"""1987""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni swaahteethswi"""
"""1988""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni palaani"""
"""1989""","""mataathswaahkwe nkotimeneehkwaahkwe palaani mateeni nkotimeneehki"""
"""1990""","""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni """
"""1991""","""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni nkoti"""
"""1992""","""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni niišwi"""
"""1993""","""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni nihswi"""
"""1994""","""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni niiwi"""
"""1995""","""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni yaalanwi"""
"""1996""","""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni kaakaathswi"""
"""1997""","""""""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni swaahteethswi"""
"""1998""","""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni palaani"""
"""1999""","""""""mataathswaahkwe nkotimeneehkwaahkwe nkotimeneehki mateeni nkotimeneehki"""
"""2000""","""mataathswaahkwe """
"""2001""","""mataathswaahkwe nkoti"""
"""2002""","""mataathswaahkwe niišwi"""
"""2003""","""mataathswaahkwe nihswi"""
"""2004""","""mataathswaahkwe niiwi"""
"""2005""","""mataathswaahkwe yaalanwi"""
"""2006""","""mataathswaahkwe kaakaathswi"""
"""2007""","""mataathswaahkwe swaahteethswi"""
"""2008""","""mataathswaahkwe palaani"""
"""2009""","""mataathswaahkwe nkotimeneehki"""
"""2010""","""mataathswaahkwe mataathswi moochiaasi"""
"""2011""","""mataathswaahkwe mataathswi nkotiaasi"""
"""2012""","""mataathswaahkwe mataathswi niišwiaasi"""
"""2013""","""mataathswaahkwe mataathswi nihswiaasi"""
"""2014""","""mataathswaahkwe mataathswi niiwiaasi"""
"""2015""","""mataathswaahkwe mataathswi yaalanwiaasi"""
"""2016""","""mataathswaahkwe mataathswi kaakaathswiaasi"""
"""2017""","""mataathswaahkwe mataathswi swaahteethswiaasi"""
"""2018""","""mataathswaahkwe mataathswi palaaniaasi"""
"""2019""","""mataathswaahkwe mataathswi nkotimeneehkiaasi"""
"""2020""","""mataathswaahkwe niišwi mateeni """
"""2021""","""mataathswaahkwe niišwi mateeni nkoti"""
"""2022""","""mataathswaahkwe niišwi mateeni niišwi"""
"""2023""","""mataathswaahkwe niišwi mateeni nihswi"""
"""2024""","""mataathswaahkwe niišwi mateeni niiwi"""
"""2025""","""mataathswaahkwe niišwi mateeni yaalanwi"""
"""2026""","""mataathswaahkwe niišwi mateeni kaakaathswi"""
"""2027""","""mataathswaahkwe niišwi mateeni swaahteethswi"""
"""2028""","""mataathswaahkwe niišwi mateeni palaani"""
"""2029""","""mataathswaahkwe niišwi mateeni nkotimeneehki"""
"""2030""","""mataathswaahkwe nihswi mateeni """
"""2031""","""mataathswaahkwe nihswi mateeni nkoti"""
"""2032""","""mataathswaahkwe nihswi mateeni niišwi"""
"""2033""","""mataathswaahkwe nihswi mateeni nihswi"""
"""2034""","""mataathswaahkwe nihswi mateeni niiwi"""
"""2035""","""mataathswaahkwe nihswi mateeni yaalanwi"""
"""2036""","""mataathswaahkwe nihswi mateeni kaakaathswi"""
"""2037""","""mataathswaahkwe nihswi mateeni swaahteethswi"""
"""2038""","""mataathswaahkwe nihswi mateeni palaani"""
"""2039""","""mataathswaahkwe nihswi mateeni nkotimeneehki"""
"""2040""","""mataathswaahkwe niiwi mateeni """
"""2041""","""mataathswaahkwe niiwi mateeni nkoti"""
"""2042""","""mataathswaahkwe niiwi mateeni niišwi"""
"""2043""","""mataathswaahkwe niiwi mateeni nihswi"""
"""2044""","""mataathswaahkwe niiwi mateeni niiwi"""
"""2045""","""mataathswaahkwe niiwi mateeni yaalanwi"""
"""2046""","""mataathswaahkwe niiwi mateeni kaakaathswi"""
"""2047""","""mataathswaahkwe niiwi mateeni swaahteethswi"""
"""2048""","""mataathswaahkwe niiwi mateeni palaani"""
"""2049""","""mataathswaahkwe niiwi mateeni nkotimeneehki"""
"""2050""","""mataathswaahkwe yaalanwi mateeni """
"""2051""","""mataathswaahkwe yaalanwi mateeni nkoti"""
"""2052""","""mataathswaahkwe yaalanwi mateeni niišwi"""
"""2053""","""mataathswaahkwe yaalanwi mateeni nihswi"""
"""2054""","""mataathswaahkwe yaalanwi mateeni niiwi"""
"""2055""","""mataathswaahkwe yaalanwi mateeni yaalanwi"""
"""2056""","""mataathswaahkwe yaalanwi mateeni kaakaathswi"""
"""2057""","""mataathswaahkwe yaalanwi mateeni swaahteethswi"""
"""2058""","""mataathswaahkwe yaalanwi mateeni palaani"""
"""2059""","""mataathswaahkwe yaalanwi mateeni nkotimeneehki"""
"""2060""","""mataathswaahkwe kaakaathswi mateeni """
"""2061""","""mataathswaahkwe kaakaathswi mateeni nkoti"""
"""2062""","""mataathswaahkwe kaakaathswi mateeni niišwi"""
"""2063""","""mataathswaahkwe kaakaathswi mateeni nihswi"""
"""2064""","""mataathswaahkwe kaakaathswi mateeni niiwi"""
"""2065""","""mataathswaahkwe kaakaathswi mateeni yaalanwi"""
"""2066""","""mataathswaahkwe kaakaathswi mateeni kaakaathswi"""
"""2067""","""mataathswaahkwe kaakaathswi mateeni swaahteethswi"""
"""2068""","""mataathswaahkwe kaakaathswi mateeni palaani"""
"""2069""","""mataathswaahkwe kaakaathswi mateeni nkotimeneehki"""
"""2070""","""mataathswaahkwe swaahteethswi mateeni """
"""2071""","""mataathswaahkwe swaahteethswi mateeni nkoti"""
"""2072""","""mataathswaahkwe swaahteethswi mateeni niišwi"""
"""2073""","""mataathswaahkwe swaahteethswi mateeni nihswi"""
"""2074""","""mataathswaahkwe swaahteethswi mateeni niiwi"""
"""2075""","""mataathswaahkwe swaahteethswi mateeni yaalanwi"""
"""2076""","""mataathswaahkwe swaahteethswi mateeni kaakaathswi"""
"""2077""","""mataathswaahkwe swaahteethswi mateeni swaahteethswi"""
"""2078""","""mataathswaahkwe swaahteethswi mateeni palaani"""
"""2079""","""mataathswaahkwe swaahteethswi mateeni nkotimeneehki"""
"""2080""","""mataathswaahkwe palaani mateeni """
"""2081""","""mataathswaahkwe palaani mateeni nkoti"""
"""2082""","""mataathswaahkwe palaani mateeni niišwi"""
"""2083""","""mataathswaahkwe palaani mateeni nihswi"""
"""2084""","""mataathswaahkwe palaani mateeni niiwi"""
"""2085""","""mataathswaahkwe palaani mateeni yaalanwi"""
"""2086""","""mataathswaahkwe palaani mateeni kaakaathswi"""
"""2087""","""mataathswaahkwe palaani mateeni swaahteethswi"""
"""2088""","""mataathswaahkwe palaani mateeni palaani"""
"""2089""","""mataathswaahkwe palaani mateeni nkotimeneehki"""
"""2090""","""mataathswaahkwe nkotimeneehki mateeni """
"""2091""","""mataathswaahkwe nkotimeneehki mateeni nkoti"""
"""2092""","""mataathswaahkwe nkotimeneehki mateeni niišwi"""
"""2093""","""mataathswaahkwe nkotimeneehki mateeni nihswi"""
"""2094""","""mataathswaahkwe nkotimeneehki mateeni niiwi"""
"""2095""","""mataathswaahkwe nkotimeneehki mateeni yaalanwi"""
"""2096""","""mataathswaahkwe nkotimeneehki mateeni kaakaathswi"""
"""2097""","""mataathswaahkwe nkotimeneehki mateeni swaahteethswi"""
"""2098""","""mataathswaahkwe nkotimeneehki mateeni palaani"""
"""2099""","""mataathswaahkwe nkotimeneehki mateeni nkotimeneehki"""
"""2100""","""mataathswaahkwe nkotwaahkwe """
"""2101""","""mataathswaahkwe nkotwaahkwe nkoti"""
"""2102""","""mataathswaahkwe nkotwaahkwe niišwi"""
"""2103""","""mataathswaahkwe nkotwaahkwe nihswi"""
"""2104""","""mataathswaahkwe nkotwaahkwe niiwi"""
"""2105""","""mataathswaahkwe nkotwaahkwe yaalanwi"""
"""2106""","""mataathswaahkwe nkotwaahkwe kaakaathswi"""
"""2107""","""mataathswaahkwe nkotwaahkwe swaahteethswi"""
"""2108""","""mataathswaahkwe nkotwaahkwe palaani"""
"""2109""","""mataathswaahkwe nkotwaahkwe nkotimeneehki"""
"""2110""","""mataathswaahkwe nkotwaahkwe mataathswi moochiaasi"""
"""2111""","""mataathswaahkwe nkotwaahkwe mataathswi nkotiaasi"""
"""2112""","""mataathswaahkwe nkotwaahkwe mataathswi niišwiaasi"""
"""2113""","""mataathswaahkwe nkotwaahkwe mataathswi nihswiaasi"""
"""2114""","""mataathswaahkwe nkotwaahkwe mataathswi niiwiaasi"""
"""2115""","""mataathswaahkwe nkotwaahkwe mataathswi yaalanwiaasi"""
"""2116""","""mataathswaahkwe nkotwaahkwe mataathswi kaakaathswiaasi"""
"""2117""","""mataathswaahkwe nkotwaahkwe mataathswi swaahteethswiaasi"""
"""2118""","""mataathswaahkwe nkotwaahkwe mataathswi palaaniaasi"""
"""2119""","""mataathswaahkwe nkotwaahkwe mataathswi nkotimeneehkiaasi"""
"""2120""","""mataathswaahkwe nkotwaahkwe niišwi mateeni """
"""2121""","""mataathswaahkwe nkotwaahkwe niišwi mateeni nkoti"""
"""2122""","""mataathswaahkwe nkotwaahkwe niišwi mateeni niišwi"""
"""2123""","""mataathswaahkwe nkotwaahkwe niišwi mateeni nihswi"""
"""2124""","""mataathswaahkwe nkotwaahkwe niišwi mateeni niiwi"""
"""2125""","""mataathswaahkwe nkotwaahkwe niišwi mateeni yaalanwi"""
"""2126""","""mataathswaahkwe nkotwaahkwe niišwi mateeni kaakaathswi"""
"""2127""","""mataathswaahkwe nkotwaahkwe niišwi mateeni swaahteethswi"""
"""2128""","""mataathswaahkwe nkotwaahkwe niišwi mateeni palaani"""
"""2129""","""mataathswaahkwe nkotwaahkwe niišwi mateeni nkotimeneehki"""
"""2130""","""mataathswaahkwe nkotwaahkwe nihswi mateeni """
"""2131""","""mataathswaahkwe nkotwaahkwe nihswi mateeni nkoti"""
"""2132""","""mataathswaahkwe nkotwaahkwe nihswi mateeni niišwi"""
"""2133""","""mataathswaahkwe nkotwaahkwe nihswi mateeni nihswi"""
"""2134""","""mataathswaahkwe nkotwaahkwe nihswi mateeni niiwi"""
"""2135""","""mataathswaahkwe nkotwaahkwe nihswi mateeni yaalanwi"""
"""2136""","""mataathswaahkwe nkotwaahkwe nihswi mateeni kaakaathswi"""
"""2137""","""mataathswaahkwe nkotwaahkwe nihswi mateeni swaahteethswi"""
"""2138""","""mataathswaahkwe nkotwaahkwe nihswi mateeni palaani"""
"""2139""","""mataathswaahkwe nkotwaahkwe nihswi mateeni nkotimeneehki"""
"""2140""","""mataathswaahkwe nkotwaahkwe niiwi mateeni """
"""2141""","""mataathswaahkwe nkotwaahkwe niiwi mateeni nkoti"""
"""2142""","""mataathswaahkwe nkotwaahkwe niiwi mateeni niišwi"""
"""2143""","""mataathswaahkwe nkotwaahkwe niiwi mateeni nihswi"""
"""2144""","""mataathswaahkwe nkotwaahkwe niiwi mateeni niiwi"""
"""2145""","""mataathswaahkwe nkotwaahkwe niiwi mateeni yaalanwi"""
"""2146""","""mataathswaahkwe nkotwaahkwe niiwi mateeni kaakaathswi"""
"""2147""","""mataathswaahkwe nkotwaahkwe niiwi mateeni swaahteethswi"""
"""2148""","""mataathswaahkwe nkotwaahkwe niiwi mateeni palaani"""
"""2149""","""mataathswaahkwe nkotwaahkwe niiwi mateeni nkotimeneehki"""
"""2150""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni """
"""2151""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni nkoti"""
"""2152""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni niišwi"""
"""2153""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni nihswi"""
"""2154""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni niiwi"""
"""2155""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni yaalanwi"""
"""2156""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni kaakaathswi"""
"""2157""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni swaahteethswi"""
"""2158""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni palaani"""
"""2159""","""mataathswaahkwe nkotwaahkwe yaalanwi mateeni nkotimeneehki"""
"""2160""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni """
"""2161""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni nkoti"""
"""2162""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni niišwi"""
"""2163""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni nihswi"""
"""2164""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni niiwi"""
"""2165""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni yaalanwi"""
"""2166""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni kaakaathswi"""
"""2167""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni swaahteethswi"""
"""2168""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni palaani"""
"""2169""","""mataathswaahkwe nkotwaahkwe kaakaathswi mateeni nkotimeneehki"""
"""2170""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni """
"""2171""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni nkoti"""
"""2172""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni niišwi"""
"""2173""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni nihswi"""
"""2174""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni niiwi"""
"""2175""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni yaalanwi"""
"""2176""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni kaakaathswi"""
"""2177""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni swaahteethswi"""
"""2178""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni palaani"""
"""2179""","""mataathswaahkwe nkotwaahkwe swaahteethswi mateeni nkotimeneehki"""
"""2180""","""mataathswaahkwe nkotwaahkwe palaani mateeni """
"""2181""","""mataathswaahkwe nkotwaahkwe palaani mateeni nkoti"""
"""2182""","""mataathswaahkwe nkotwaahkwe palaani mateeni niišwi"""
"""2183""","""mataathswaahkwe nkotwaahkwe palaani mateeni nihswi"""
"""2184""","""mataathswaahkwe nkotwaahkwe palaani mateeni niiwi"""
"""2185""","""mataathswaahkwe nkotwaahkwe palaani mateeni yaalanwi"""
"""2186""","""mataathswaahkwe nkotwaahkwe palaani mateeni kaakaathswi"""
"""2187""","""mataathswaahkwe nkotwaahkwe palaani mateeni swaahteethswi"""
"""2188""","""mataathswaahkwe nkotwaahkwe palaani mateeni palaani"""
"""2189""","""mataathswaahkwe nkotwaahkwe palaani mateeni nkotimeneehki"""
"""2190""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni """
"""2191""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni nkoti"""
"""2192""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni niišwi"""
"""2193""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni nihswi"""
"""2194""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni niiwi"""
"""2195""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni yaalanwi"""
"""2196""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni kaakaathswi"""
"""2197""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni swaahteethswi"""
"""2198""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni palaani"""
"""2199""","""mataathswaahkwe nkotwaahkwe nkotimeneehki mateeni nkotimeneehki"""
"""2200""","""mataathswaahkwe niišwaahkwe """
"""2201""","""mataathswaahkwe niišwaahkwe nkoti"""
"""2202""","""mataathswaahkwe niišwaahkwe niišwi"""
"""2203""","""mataathswaahkwe niišwaahkwe nihswi"""
"""2204""","""mataathswaahkwe niišwaahkwe niiwi"""
"""2205""","""mataathswaahkwe niišwaahkwe yaalanwi"""
"""2206""","""mataathswaahkwe niišwaahkwe kaakaathswi"""
"""2207""","""mataathswaahkwe niišwaahkwe swaahteethswi"""
"""2208""","""mataathswaahkwe niišwaahkwe palaani"""
"""2209""","""mataathswaahkwe niišwaahkwe nkotimeneehki"""
"""2210""","""mataathswaahkwe niišwaahkwe mataathswi moochiaasi"""
"""2211""","""mataathswaahkwe niišwaahkwe mataathswi nkotiaasi"""
"""2212""","""mataathswaahkwe niišwaahkwe mataathswi niišwiaasi"""
"""2213""","""mataathswaahkwe niišwaahkwe mataathswi nihswiaasi"""
"""2214""","""mataathswaahkwe niišwaahkwe mataathswi niiwiaasi"""
"""2215""","""mataathswaahkwe niišwaahkwe mataathswi yaalanwiaasi"""
"""2216""","""mataathswaahkwe niišwaahkwe mataathswi kaakaathswiaasi"""
"""2217""","""mataathswaahkwe niišwaahkwe mataathswi swaahteethswiaasi"""
"""2218""","""mataathswaahkwe niišwaahkwe mataathswi palaaniaasi"""
"""2219""","""mataathswaahkwe niišwaahkwe mataathswi nkotimeneehkiaasi"""
"""2220""","""mataathswaahkwe niišwaahkwe niišwi mateeni """
"""2221""","""mataathswaahkwe niišwaahkwe niišwi mateeni nkoti"""
"""2222""","""mataathswaahkwe niišwaahkwe niišwi mateeni niišwi"""
"""2223""","""mataathswaahkwe niišwaahkwe niišwi mateeni nihswi"""
"""2224""","""mataathswaahkwe niišwaahkwe niišwi mateeni niiwi"""
"""2225""","""mataathswaahkwe niišwaahkwe niišwi mateeni yaalanwi"""
"""2226""","""mataathswaahkwe niišwaahkwe niišwi mateeni kaakaathswi"""
"""2227""","""mataathswaahkwe niišwaahkwe niišwi mateeni swaahteethswi"""
"""2228""","""mataathswaahkwe niišwaahkwe niišwi mateeni palaani"""
"""2229""","""mataathswaahkwe niišwaahkwe niišwi mateeni nkotimeneehki"""
"""2230""","""mataathswaahkwe niišwaahkwe nihswi mateeni """
"""2231""","""mataathswaahkwe niišwaahkwe nihswi mateeni nkoti"""
